0.14054251854106206	0.859457481458938	HIV2-157	last	Philippines
0.13324440654122158	0.8667555934587784	HIV2-157	last trained	Philippines
0.3662562295684287	0.6337437704315713	HIV2-157	bowtie2	Philippines
0.10313083656152629	0.8968691634384737	HIV2-171	last	Philippines
0.09706605493126494	0.902933945068735	HIV2-171	last trained	Philippines
0.22335521058099578	0.7766447894190043	HIV2-171	bowtie2	Philippines
0.18783259024881346	0.8121674097511865	HIV2-174	last	Philippines
0.18061152335596656	0.8193884766440335	HIV2-174	last trained	Philippines
0.4006046938612597	0.5993953061387404	HIV2-174	bowtie2	Philippines
0.13683292450258927	0.8631670754974108	HIV2-184	last	Philippines
0.12698991107606125	0.8730100889239387	HIV2-184	last trained	Philippines
0.3588505316710677	0.6411494683289324	HIV2-184	bowtie2	Philippines
