0.05437308120563039	0.9456269187943696	DRR030218	last	Japan
0.05874647881285078	0.9412535211871492	DRR030218	last trained	Japan
0.10334042915903538	0.8966595708409646	DRR030218	bowtie2	Japan
0.09135170437787048	0.9086482956221296	DRR030220	last	Japan
0.07615704376318772	0.9238429562368123	DRR030220	last trained	Japan
0.1315801394818076	0.8684198605181924	DRR030220	bowtie2	Japan
0.06374472358071294	0.9362552764192871	DRR030221	last	Japan
0.06357013088993071	0.9364298691100693	DRR030221	last trained	Japan
0.11035889070146819	0.8896411092985318	DRR030221	bowtie2	Japan
0.051757538115729855	0.9482424618842702	DRR030222	last	Japan
0.05133689388378431	0.9486631061162157	DRR030222	last trained	Japan
0.10396904751554145	0.8960309524844585	DRR030222	bowtie2	Japan
